#Program: R2: Genomics analysis and visualization platform
#Website: https://r2.amc.nl
#Support: r2-support@amsterdamumc.nl
#Date: 2025-04-17 (07:07:24)
#Dataset: ps_avgpres_2010fwr144_gencode19
#Kaplan_modus: median
#Minimal presentcalls: 1
#Multiple_testing: fdr 0.05
#Result_set (passed/total): 1760/12534
#Subset: WITH_SURV (n=139)
#Subset_string: WITH_SURV:___________________-D___
#Survival: overall
#filter: manual gene selection (0)
#H:probeset	hugo	pvalue	express	sublist
ENSG00000131652.9	THOC6	4.48820421176471e-06	62.85	high
ENSG00000171208.5	NETO2	4.76750386285714e-06	49.817	high
ENSG00000138670.12	RASGEF1B	4.78976365e-06	3.334	low
ENSG00000072756.12	TRNT1	4.86878148648649e-06	26.002	high
ENSG00000091542.8	ALKBH5	5.07286332307692e-06	77.021	low
ENSG00000025423.7	HSD17B6	5.17202316315789e-06	5.941	high
ENSG00000107819.9	SFXN3	5.486539155e-06	43.035	low
ENSG00000141720.7	PIP4K2B	6.55840021463415e-06	198.487	low
ENSG00000162402.8	USP24	6.76075007142857e-06	35.85	low
ENSG00000165661.11	QSOX2	8.2931211e-06	76.997	high
ENSG00000174460.3	ZCCHC12	8.36443373023256e-06	41.866	low
ENSG00000146285.9	SCML4	8.42184528e-06	6.133	low
ENSG00000232677.2	LINC00665	8.80006690434783e-06	43.851	high
ENSG00000136938.8	ANP32B	1.27109427446809e-05	506.296	high
ENSG00000084764.6	MAPRE3	1.291284015e-05	72.16	low
ENSG00000079785.10	DDX1	1.35883695396226e-05	6038.88	high
ENSG00000131844.11	MCCC2	1.37748177923077e-05	40.579	high
ENSG00000166111.5	SVOP	1.39485514285714e-05	51.561	low
ENSG00000091651.4	ORC6	1.39548886470588e-05	46.695	high
ENSG00000158555.10	GDPD5	1.40558597111111e-05	11.378	low
ENSG00000205090.4	TMEM240	1.4205333696e-05	47.272	low
ENSG00000198369.5	SPRED2	1.422609e-05	107.289	high
ENSG00000010803.12	SCMH1	1.42826297345455e-05	66.711	low
ENSG00000015592.12	STMN4	1.47129369473684e-05	298.884	low
ENSG00000084070.7	SMAP2	1.47421666448276e-05	43.252	low
ENSG00000132471.7	WBP2	1.51908468508475e-05	107.366	low
ENSG00000006114.11	SYNRG	1.641465174e-05	21.943	low
ENSG00000108349.10	CASC3	1.73353710774194e-05	138.961	low
ENSG00000105323.12	HNRNPUL1	1.73943975344262e-05	318.413	high
ENSG00000267041.1	ZNF850	2.01282113333333e-05	9.626	high
ENSG00000074964.12	ARHGEF10L	2.035580353125e-05	56.906	low
ENSG00000158545.11	ZC3H18	2.10916367076923e-05	58.451	high
ENSG00000101444.8	AHCY	2.11395405454545e-05	168.949	high
ENSG00000142655.8	PEX14	2.19230884477612e-05	22.402	low
ENSG00000135069.9	PSAT1	2.28168567352941e-05	94.441	high
ENSG00000011304.12	PTBP1	2.29459938e-05	169.733	high
ENSG00000155380.7	SLC16A1	2.2966466e-05	33.963	high
ENSG00000107566.9	ERLIN1	2.43224918028169e-05	28.001	high
ENSG00000158109.10	TPRG1L	2.45393089166667e-05	23.278	low
ENSG00000017373.11	SRCIN1	2.46160984864865e-05	22.07	low
ENSG00000174672.11	BRSK2	2.46562666849315e-05	64.617	low
ENSG00000164604.8	GPR85	2.923981656e-05	15.08	low
ENSG00000022840.11	RNF10	2.92898140263158e-05	125.004	low
ENSG00000100522.4	GNPNAT1	3.04401675949367e-05	25.901	high
ENSG00000002746.10	HECW1	3.07568290769231e-05	1.953	low
ENSG00000158856.13	DMTN	3.08618415e-05	30.651	low
ENSG00000132589.11	FLOT2	3.09526316103896e-05	169.102	low
ENSG00000128050.4	PAICS	3.40079519268293e-05	236.636	high
ENSG00000131759.13	RARA	3.43422315555556e-05	39.3	low
ENSG00000176428.5	VPS37D	3.57987453571429e-05	29.422	low
ENSG00000116675.11	DNAJC6	3.59019063614458e-05	74.858	low
ENSG00000125384.6	PTGER2	3.64995978352941e-05	17.538	high
ENSG00000130713.11	EXOSC2	3.7642808372093e-05	87.319	high
ENSG00000146416.12	AIG1	3.90384808988764e-05	20.769	low
ENSG00000123240.12	OPTN	3.91553614090909e-05	75.883	low
ENSG00000069424.10	KCNAB2	3.92049113103448e-05	15.16	low
ENSG00000166123.9	GPT2	4.04014895604396e-05	78.035	high
ENSG00000130826.11	DKC1	4.08186422e-05	99.717	high
ENSG00000129245.7	FXR2	4.18725517826087e-05	67.733	low
ENSG00000165804.11	ZNF219	4.26561670322581e-05	47.23	high
ENSG00000163638.9	ADAMTS9	4.97813537684211e-05	40.536	high
ENSG00000160753.11	RUSC1	5.02016034893617e-05	89.064	low
ENSG00000116871.11	MAP7D1	5.62182540625e-05	117.092	low
ENSG00000100479.8	POLE2	5.88431651632653e-05	24.877	high
ENSG00000143578.11	CREB3L4	5.93422876082474e-05	81.02	high
ENSG00000131236.12	CAP1	6.07130501212121e-05	133.007	low
ENSG00000110693.11	SOX6	6.161263176e-05	1.316	low
ENSG00000131242.11	RAB11FIP4	6.17455864752475e-05	53.641	low
ENSG00000205213.9	LGR4	6.46860078823529e-05	17.516	high
ENSG00000091592.11	NLRP1	6.54425672222222e-05	34.568	low
ENSG00000177606.5	JUN	6.55905369908257e-05	241.931	low
ENSG00000198892.6	SHISA4	6.59739389719626e-05	22.16	low
ENSG00000198498.5	TMA16	6.61274369708738e-05	20.804	high
ENSG00000145604.11	SKP2	6.61691346857143e-05	74.403	high
ENSG00000163536.8	SERPINI1	6.64938341538462e-05	4.297	low
ENSG00000116983.8	HPCAL4	6.65750504716981e-05	3.962	low
ENSG00000245060.2	LINC00847	6.92579843454545e-05	44.039	low
ENSG00000085831.11	TTC39A	6.94239235178571e-05	1.592	low
ENSG00000233932.3	CTXN2	6.97384984864865e-05	1.663	low
ENSG00000160097.11	FNDC5	7.24236704070796e-05	19.279	low
ENSG00000077549.13	CAPZB	7.77191199827586e-05	102.322	low
ENSG00000023608.4	SNAPC1	7.80485752307692e-05	19.367	high
ENSG00000174547.9	MRPL11	7.82374478947368e-05	48.357	high
ENSG00000214160.5	ALG3	7.82931405391304e-05	39.246	high
ENSG00000196418.8	ZNF124	8.05469892711865e-05	33.02	high
ENSG00000112242.10	E2F3	8.08037488235294e-05	47.279	high
ENSG00000168411.9	RFWD3	8.1362372e-05	70.717	high
ENSG00000151689.8	INPP1	8.47007321157025e-05	25.517	low
ENSG00000187764.7	SEMA4D	8.6371794e-05	37.815	low
ENSG00000117640.13	MTFR1L	8.99782232195122e-05	22.372	low
ENSG00000088854.11	C20ORF194	9.14336094677419e-05	55.8	low
ENSG00000123472.8	ATPAF1	9.162654816e-05	25.337	low
ENSG00000162415.6	ZSWIM5	9.2798676519685e-05	19.214	low
ENSG00000164008.9	C1ORF50	9.29927302857143e-05	12.482	low
ENSG00000103326.6	CAPN15	9.9613965e-05	89.491	high
ENSG00000127955.11	GNAI1	0.000101857696744186	60.349	low
ENSG00000101447.9	FAM83D	0.000101949259694656	53.157	high
ENSG00000204653.5	ASPDH	0.000102328715454545	15.657	high
ENSG00000198604.6	BAZ1A	0.000102477984	48.859	high
ENSG00000160050.10	CCDC28B	0.000103591639253731	18.487	low
ENSG00000212719.6	C17ORF51	0.000103930420150376	9.827	low
ENSG00000017483.10	SLC38A5	0.000104527060888889	29.504	high
ENSG00000134748.12	PRPF38A	0.000106874468823529	39.889	low
ENSG00000163931.11	TKT	0.000107108479565217	214.213	high
ENSG00000136518.12	ACTL6A	0.000107510385	69.336	high
ENSG00000162734.8	PEA15	0.000107688102481752	148.544	low
ENSG00000109107.9	ALDOC	0.000108015522978723	17.133	low
ENSG00000072682.14	P4HA2	0.000108266708201439	6.072	low
ENSG00000165060.7	FXN	0.000112218137746479	11.331	high
ENSG00000175203.11	DCTN2	0.000119726871608392	218.701	low
ENSG00000048828.12	FAM120A	0.000130529424166667	80.373	high
ENSG00000143924.14	EML4	0.000135709507862069	95.235	high
ENSG00000233930.3	KRTAP5-AS1	0.000136114089041096	9.584	low
ENSG00000070831.11	CDC42	0.000136353719591837	171.935	low
ENSG00000113966.5	ARL6	0.000138136536486486	34.619	high
ENSG00000115457.5	IGFBP2	0.000143930697986577	171.658	high
ENSG00000175197.6	DDIT3	0.000145448714	37.817	low
ENSG00000152061.17	RABGAP1L	0.000151282889801325	16.64	low
ENSG00000099810.14	MTAP	0.000154066773552632	24.651	high
ENSG00000167747.9	C19ORF48	0.000159476717647059	133.381	high
ENSG00000204611.2	ZNF616	0.000161238515454545	21.697	high
ENSG00000118473.17	SGIP1	0.000165591121548387	21.945	low
ENSG00000128951.9	DUT	0.00017984613477707	200.784	high
ENSG00000170364.8	SETMAR	0.000179911107692308	28.831	high
ENSG00000238197.1	PAXBP1-AS1	0.000181766005443038	10.537	low
ENSG00000135446.12	CDK4	0.000187812136226415	176.559	high
ENSG00000037637.6	FBXO42	0.00019440390675	25.813	low
ENSG00000141510.11	TP53	0.000205719624878049	93.411	high
ENSG00000160310.12	PRMT2	0.00020583535962963	63.116	low
ENSG00000088766.7	CRLS1	0.00020584518993865	34.896	high
ENSG00000113845.5	TIMMDC1	0.000205865252727273	107.064	high
ENSG00000139112.6	GABARAPL1	0.000206878730310559	33.902	low
ENSG00000124571.13	XPO5	0.000212871113493976	89.513	high
ENSG00000182165.13	TP53TG1	0.000213353300357143	19.016	low
ENSG00000134508.8	CABLES1	0.000213736222634731	22.85	high
ENSG00000167528.8	ZNF641	0.000217332143431953	35.979	low
ENSG00000182704.6	TSKU	0.000220885944705882	22.376	high
ENSG00000157216.11	SSBP3	0.000223803314651163	128.524	low
ENSG00000158292.6	GPR153	0.000224062475087719	20.828	low
ENSG00000151779.8	NBAS	0.000229403353872832	234.002	high
ENSG00000162873.10	KLHDC8A	0.000229449997241379	4.237	low
ENSG00000122756.10	CNTFR	0.000234655101942857	357.804	low
ENSG00000087245.8	MMP2	0.000239966990795455	383.64	high
ENSG00000160190.9	SLC37A1	0.000241999673898305	14.179	low
ENSG00000101333.12	PLCB4	0.000246769814494382	71.454	high
ENSG00000166924.4	NYAP1	0.000247927421564246	60.327	low
ENSG00000175662.13	TOM1L2	0.000257091837333333	64.642	low
ENSG00000188895.7	MSL1	0.000259201735027624	84.676	low
ENSG00000178202.8	KDELC2	0.000259517158681319	48.591	high
ENSG00000077348.4	EXOSC5	0.000268762520983607	97.778	high
ENSG00000142875.15	PRKACB	0.000268955116956522	112.362	low
ENSG00000178971.9	CTC1	0.000282576658702703	23.894	low
ENSG00000171551.7	ECEL1	0.000287861742352941	44.641	low
ENSG00000167861.11	HID1	0.000289283372258065	84.22	low
ENSG00000131015.4	ULBP2	0.000291772185638298	2.636	low
ENSG00000243725.2	TTC4	0.000294685613968254	2.573	low
ENSG00000164398.8	ACSL6	0.000295220323664921	3.482	low
ENSG00000196535.10	MYO18A	0.000296741130631579	27.288	low
ENSG00000175985.8	PLEKHD1	0.000298360119375	1.222	low
ENSG00000181754.6	AMIGO1	0.000300455967244898	12.633	low
ENSG00000175130.6	MARCKSL1	0.000301199018680203	1051.994	low
ENSG00000213047.7	DENND1B	0.000301251797538462	5.041	low
ENSG00000167535.3	CACNB3	0.000302135641865285	77.789	low
ENSG00000132879.9	FBXO44	0.00030229100628866	42.022	low
ENSG00000143622.6	RIT1	0.000309858204848485	24.435	low
ENSG00000197498.8	RPF2	0.000310093679396985	30.209	high
ENSG00000138035.10	PNPT1	0.0003178465725	53.999	high
ENSG00000215788.5	TNFRSF25	0.000322914121182266	15.182	low
ENSG00000104731.9	KLHDC4	0.000323833662089552	23.554	high
ENSG00000071564.10	TCF3	0.000324089528316832	121.362	high
ENSG00000233016.2	SNHG7	0.000331362095294118	108.653	high
ENSG00000188486.3	H2AFX	0.000332313024878049	329.844	high
ENSG00000162522.6	KIAA1522	0.000338094659130435	35.955	low
ENSG00000162552.10	WNT4	0.000338483103786408	3.156	low
ENSG00000005483.15	KMT2E	0.000342684380769231	66.756	low
ENSG00000115317.7	HTRA2	0.000342925510188679	39.377	low
ENSG00000054523.12	KIF1B	0.000343049695492958	80.393	low
ENSG00000089006.12	SNX5	0.000343171370285714	48.895	high
ENSG00000198000.7	NOL8	0.000343441795119617	36.174	high
ENSG00000134686.12	PHC2	0.000344090377535545	67.346	low
ENSG00000163933.5	RFT1	0.00034903734364486	27.814	high
ENSG00000170296.5	GABARAP	0.000353930702211982	50.375	low
ENSG00000173436.9	MINOS1	0.000354961139166667	10.682	low
ENSG00000247092.2	SNHG10	0.000356149820651163	31.299	high
ENSG00000198856.8	OSTC	0.000357200685479452	131.877	high
ENSG00000063241.3	ISOC2	0.000357453006330275	26.849	high
ENSG00000143862.3	ARL8A	0.000385243884545455	168.995	low
ENSG00000155980.7	KIF5A	0.000393752490678733	281.992	low
ENSG00000187147.13	RNF220	0.000395476365201794	27.343	low
ENSG00000158887.11	MPZ	0.00039594906	8.768	low
ENSG00000166592.7	RRAD	0.000396697147837838	3.547	low
ENSG00000135503.8	ACVR1B	0.0004018133008	113.252	low
ENSG00000214193.5	SH3D21	0.000403514341572052	6.175	low
ENSG00000100029.13	PES1	0.000403752306902655	103.295	high
ENSG00000117877.6	CD3EAP	0.000404478227105263	7.894	high
ENSG00000117758.9	STX12	0.000405453365814978	64.106	low
ENSG00000261115.1	TMEM178B	0.000410321198347826	62.256	low
ENSG00000128309.12	MPST	0.00042198034112069	32.08	high
ENSG00000084731.9	KIF3C	0.000422706165714286	127.248	low
ENSG00000162639.11	HENMT1	0.000430792508717949	11.761	low
ENSG00000111412.4	C12ORF49	0.00043241654472103	63.153	low
ENSG00000154917.6	RAB6B	0.000434927666553191	172.311	low
ENSG00000127483.13	HP1BP3	0.000436293669152542	118.113	low
ENSG00000091127.9	PUS7	0.00043660451092437	40.026	high
ENSG00000037897.12	METTL1	0.000437634393924051	17.172	high
ENSG00000166974.8	MAPRE2	0.000438992599079498	97.093	low
ENSG00000181163.9	NPM1	0.00045516050813278	859.797	high
ENSG00000116285.8	ERRFI1	0.00045543176825	26.16	low
ENSG00000160200.13	CBS	0.000455980186859504	141.81	high
ENSG00000123064.8	DDX54	0.000457806671111111	71.307	high
ENSG00000219481.6	NBPF1	0.000463816046803279	52.423	low
ENSG00000204160.7	ZDHHC18	0.000469405911740891	24.344	low
ENSG00000113643.4	RARS	0.000470028523614458	87.387	high
ENSG00000010818.4	HIVEP2	0.000470796750725806	22.759	low
ENSG00000129194.3	SOX15	0.000471217258536585	8.049	low
ENSG00000178773.10	CPNE7	0.000471741902204082	301.546	high
ENSG00000143393.12	PI4KB	0.00047515341144	53.421	low
ENSG00000198826.6	ARHGAP11A	0.000478378336733068	32.737	high
ENSG00000204934.6	ATP6V0E2-AS1	0.000487319433095238	13.546	low
ENSG00000162337.7	LRP5	0.000493388276916996	77.049	high
ENSG00000121766.10	ZCCHC17	0.000498078460629921	59.211	low
ENSG00000159784.13	FAM131B	0.000498722030232558	42.118	low
ENSG00000184007.13	PTP4A2	0.00050054553385214	73.358	low
ENSG00000117410.9	ATP6V0B	0.00050158032421875	64.028	low
ENSG00000107758.11	PPP3CB	0.000501841698823529	79.865	low
ENSG00000139998.10	RAB15	0.000507496336679537	78.623	low
ENSG00000062370.12	ZNF112	0.000508735776923077	18.148	high
ENSG00000157445.10	CACNA2D3	0.00051172336091954	22.866	low
ENSG00000171241.4	SHCBP1	0.000524571819847328	27.536	high
ENSG00000117408.6	IPO13	0.000533345438636364	37.778	low
ENSG00000140350.11	ANP32A	0.000534834834980989	135.336	high
ENSG00000088367.16	EPB41L1	0.000538924303759398	117.091	low
ENSG00000113657.8	DPYSL3	0.000539004568301887	532.489	low
ENSG00000133606.6	MKRN1	0.000556608182022472	104.152	low
ENSG00000127946.12	HIP1	0.00056519921641791	43.656	low
ENSG00000213760.6	ATP6V1G2	0.000567669053531598	46.304	low
ENSG00000180257.8	ZNF816	0.00056844233800738	8.695	high
ENSG00000126067.7	PSMB2	0.000569707164705882	89.228	low
ENSG00000164237.4	CMBL	0.000569804924444445	53.486	high
ENSG00000196182.6	STK40	0.00058013596043956	22.976	low
ENSG00000008869.7	HEATR5B	0.000580296853090909	32.989	low
ENSG00000144290.12	SLC4A10	0.000581060686861314	1.036	low
ENSG00000138442.5	WDR12	0.000584552154347826	29.132	high
ENSG00000126698.6	DNAJC8	0.000594432868592058	67.279	low
ENSG00000115661.9	STK16	0.000605590579856115	22.954	low
ENSG00000225485.3	ARHGAP23	0.000619381761290323	91.158	low
ENSG00000130544.7	ZNF557	0.000629636537142857	17.338	high
ENSG00000178397.8	FAM220A	0.000633172182918149	45.223	low
ENSG00000100116.12	GCAT	0.000647127753191489	28.372	high
ENSG00000036565.10	SLC18A1	0.000654402788028169	15.675	low
ENSG00000181938.9	GINS3	0.000656055248056537	24.834	high
ENSG00000176125.3	UFSP1	0.0006630486	7.112	low
ENSG00000144354.9	CDCA7	0.000663096807692308	77.285	high
ENSG00000141101.8	NOB1	0.000675883940069686	56.536	high
ENSG00000183207.8	RUVBL2	0.000684680555172414	110.233	high
ENSG00000134901.8	KDELC1	0.000685314882352941	62.27	high
ENSG00000065559.10	MAP2K4	0.0006864715125	39.168	low
ENSG00000205208.4	C4ORF46	0.000691441771134021	30.648	high
ENSG00000178057.10	NDUFAF3	0.000698032195890411	75.967	high
ENSG00000170345.5	FOS	0.000700719045051194	29.674	low
ENSG00000146410.7	MTFR2	0.000703888195932203	9.064	high
ENSG00000118454.8	ANKRD13C	0.000705195240816327	28.491	low
ENSG00000102547.14	CAB39L	0.000733116614141414	6.587	low
ENSG00000105784.11	RUNDC3B	0.000734174815540541	19.747	low
ENSG00000119599.12	DCAF4	0.000735875751170569	22.13	high
ENSG00000140374.11	ETFA	0.000736014986577181	53.882	high
ENSG00000183186.6	C2CD4C	0.000739648052	34.66	low
ENSG00000130779.15	CLIP1	0.00074464452358804	26.788	low
ENSG00000158828.5	PINK1	0.000754115165562914	25.292	low
ENSG00000110925.2	CSRNP2	0.000756300732673267	90.413	low
ENSG00000134057.10	CCNB1	0.000756443392105263	81.126	high
ENSG00000135976.12	ANKRD36	0.000762560340983606	7.256	low
ENSG00000141756.14	FKBP10	0.000781658743137255	206.427	high
ENSG00000068971.9	PPP2R5B	0.000783904032467532	60.048	low
ENSG00000087085.9	ACHE	0.000784040485993485	58.43	low
ENSG00000175334.3	BANF1	0.000784052403883495	246.355	high
ENSG00000069482.6	GAL	0.000785873713548387	385.848	high
ENSG00000166342.14	NETO1	0.000788162907395498	2.317	low
ENSG00000120088.10	CRHR1	0.000813070938461538	2.754	low
ENSG00000106665.11	CLIP2	0.000820694487619048	108.1	low
ENSG00000138363.10	ATIC	0.000820873215286624	97.562	high
ENSG00000171735.14	CAMTA1	0.000823067334824281	42.602	low
ENSG00000116396.9	KCNC4	0.000838239015189873	3.412	low
ENSG00000101346.7	POFUT1	0.000875944718611987	43.737	high
ENSG00000159055.3	MIS18A	0.000877746560377358	64.272	high
ENSG00000204681.6	GABBR1	0.00088189224	118.557	low
ENSG00000093000.14	NUP50	0.000881957463949843	68.922	high
ENSG00000162706.8	CADM3	0.000890484082242991	86.373	low
ENSG00000134323.10	MYCN	0.00089106619378882	1377.133	high
ENSG00000005486.12	RHBDD2	0.000893945834674923	80.134	low
ENSG00000121848.9	RNF115	0.000894503372307692	29.797	low
ENSG00000055044.6	NOP58	0.000897136524074074	152.687	high
ENSG00000163481.3	RNF25	0.000901595990936556	47.892	low
ENSG00000065911.7	MTHFD2	0.000903009338650307	99.259	high
ENSG00000057757.5	PITHD1	0.000903614568072289	89.347	low
ENSG00000186868.11	MAPT	0.000903697601818182	117.371	low
ENSG00000143669.9	LYST	0.000905693886930091	4.58	low
ENSG00000135541.16	AHI1	0.000905791673780488	22.84	low
ENSG00000186591.7	UBE2H	0.000906039546788991	115.539	low
ENSG00000135472.4	FAIM2	0.000920945939104478	99.871	low
ENSG00000197124.7	ZNF682	0.000921095139520958	30.319	high
ENSG00000204304.7	PBX2	0.000922129767567568	66.015	low
ENSG00000161267.7	BDH1	0.000922424526035503	23.107	high
ENSG00000108840.11	HDAC5	0.00092453313115727	82.561	low
ENSG00000136279.14	DBNL	0.0009252181	53.484	low
ENSG00000106479.6	ZNF862	0.000935775869026549	18.938	low
ENSG00000089818.12	NECAP1	0.000945846515542522	95.243	low
ENSG00000128563.9	PRKRIP1	0.000946991624117647	47.045	low
ENSG00000163832.11	ELP6	0.000949281914035088	61.765	high
ENSG00000179958.4	DCTPP1	0.000970327217341041	126.133	high
ENSG00000153930.6	ANKFN1	0.000972869574639769	1.201	low
ENSG00000067606.11	PRKCZ	0.000972878180869565	7.024	low
ENSG00000117859.14	OSBPL9	0.000975331565597668	28.109	low
ENSG00000240038.2	AMY2B	0.000975440331976744	3.462	low
ENSG00000127838.9	PNKD	0.000984199934482758	25.146	low
ENSG00000176986.10	SEC24C	0.00098738470487106	94.06	low
ENSG00000198400.7	NTRK1	0.000988162654285714	91.755	low
ENSG00000135709.8	KIAA0513	0.00100317708034188	2.89	low
ENSG00000134698.10	AGO4	0.00101617624602273	41.808	low
ENSG00000010810.13	FYN	0.001073652498017	77.343	low
ENSG00000144867.7	SRPRB	0.00108174085084746	44.727	high
ENSG00000117305.10	HMGCL	0.00108180777464789	5.359	low
ENSG00000196214.6	ZNF766	0.00108292703764045	33.64	high
ENSG00000170442.7	KRT86	0.001090677345	1.231	low
ENSG00000127125.7	PPCS	0.00109165902952646	17.782	low
ENSG00000102003.6	SYP	0.00109298235462185	157.916	low
ENSG00000162836.7	ACP6	0.00109305232793296	11.354	high
ENSG00000182700.3	IGIP	0.00110828683379501	22.367	low
ENSG00000152137.2	HSPB8	0.00110930747403315	5.423	low
ENSG00000188171.10	ZNF626	0.00111232553753425	10.411	high
ENSG00000173175.10	ADCY5	0.00111313563606557	16.023	low
ENSG00000169862.14	CTNND2	0.00111313971923077	12.058	low
ENSG00000124787.9	RPP40	0.00111424152396694	16.32	high
ENSG00000113460.8	BRIX1	0.00113821697983651	31.447	high
ENSG00000125743.6	SNRPD2	0.0011437881483871	432.852	high
ENSG00000180098.5	TRNAU1AP	0.00114614283567568	19.47	low
ENSG00000092841.14	MYL6	0.00114633647934783	216.576	low
ENSG00000006125.12	AP2B1	0.0011466853212938	238.883	low
ENSG00000198885.5	ITPRIPL1	0.00114690855447154	27.006	high
ENSG00000162733.12	DDR2	0.0011612717486631	50.129	high
ENSG00000123091.4	RNF11	0.00116186483646113	68.105	low
ENSG00000141378.13	PTRH2	0.001164776264	57.946	high
ENSG00000171033.8	PKIA	0.00117153897925532	107.583	low
ENSG00000163519.9	TRAT1	0.00117379081432361	1.022	low
ENSG00000203326.5	ZNF525	0.00117611912612137	10.961	high
ENSG00000132423.6	COQ3	0.00117837505714286	37.013	high
ENSG00000005882.7	PDK2	0.00120191216544503	17.748	low
ENSG00000137807.9	KIF23	0.00120400748661417	29.531	high
ENSG00000137942.12	FNBP1L	0.00120477137842105	107.268	low
ENSG00000105176.13	URI1	0.00121817389660574	73.902	high
ENSG00000137267.5	TUBB2A	0.00124022624375	315.069	low
ENSG00000171490.8	RSL1D1	0.00125074344311688	184.104	high
ENSG00000033627.10	ATP6V0A1	0.00125456897409326	83.376	low
ENSG00000183628.8	DGCR6	0.00126896465692308	13.222	low
ENSG00000173210.15	ABLIM3	0.00126898167286822	31.03	low
ENSG00000166448.10	TMEM130	0.00126960123682864	106.356	low
ENSG00000105173.9	CCNE1	0.00126981341799486	21.546	high
ENSG00000139625.8	MAP3K12	0.00127271786597938	79.832	low
ENSG00000073150.9	PANX2	0.00128616425969388	6.076	low
ENSG00000189266.7	PNRC2	0.00130035796294416	15.123	low
ENSG00000247675.2	LRP4-AS1	0.00130104514656489	1.978	high
ENSG00000158716.4	DUSP23	0.00133483942821159	29.123	low
ENSG00000088930.6	XRN2	0.00133537802864322	174.63	high
ENSG00000165506.10	DNAAF2	0.0013372100469697	31.353	high
ENSG00000185158.8	LRRC37B	0.00133747616810127	13.118	low
ENSG00000170419.6	VSTM2A	0.00134095266015038	99.876	low
ENSG00000100304.12	TTLL12	0.0013471386525	69.928	high
ENSG00000143093.10	STRIP1	0.00134960548279302	50.936	low
ENSG00000186094.12	AGBL4	0.00136427289552239	1.876	low
ENSG00000212916.3	MAP10	0.00136457626898263	4.174	low
ENSG00000084072.12	PPIE	0.00139271975346535	11.335	low
ENSG00000147642.12	SYBU	0.00139976926666667	26.461	low
ENSG00000137876.5	RSL24D1	0.00141962059802956	182.765	high
ENSG00000175874.5	CREG2	0.00142254432825553	4.392	low
ENSG00000138668.14	HNRNPD	0.00143585878970588	241.208	high
ENSG00000122140.6	MRPS2	0.00145040751198044	105.447	high
ENSG00000103044.6	HAS3	0.00145177959219512	12.788	high
ENSG00000051180.12	RAD51	0.00145221790656934	49.761	high
ENSG00000160208.11	RRP1B	0.00146089384503632	105.504	high
ENSG00000132694.14	ARHGEF11	0.00146399858009709	76.027	low
ENSG00000116514.12	RNF19B	0.00146717567566265	18.828	low
ENSG00000005469.7	CROT	0.0014673045173913	21.035	low
ENSG00000269343.2	ZNF587B	0.00147516743653846	20.939	high
